Subject_1,Subject_2,relationship,CPAC200_space,DKT_space,HarvardOxfordcort,HarvardOxfordsub,HarvardOxfordsub,JHU_space,Schaefer2018,Schaefer2018,Schaefer2018,Schaefer2018,Talairach_space,aal_space,brodmann_space,desikan_space
139435,316835,Monozygotic,3631.809604040388,3870.5764428570583,7718.397890754272,17296.490482175857,17296.490482175857,270.42004363582225,3470.9709016354486,4443.682369386903,4302.605141074417,3947.961119362753,4080.3113851763815,6421.088614868977,7324.027102625986,7994.6195656829095
124422,127731,Monozygotic,5236.479542593478,5032.918139608471,7651.317337556978,3506.2504188948055,3506.2504188948055,2136.802283787623,4321.501475181976,6123.729174285878,5739.641190875959,5193.104755346266,5442.615363958765,7097.6995568986995,7902.199061020926,8864.883811985355
145632,165638,Monozygotic,75775.80875187015,88047.17551971784,173711.98919475882,678527.2914069117,678527.2914069117,34352.83960606459,32276.543867025168,67954.67564487377,56105.14331146477,48528.607274472655,142502.55795248027,142701.9757396512,259127.04456694596,223532.76009569605
103010,113316,Monozygotic,4077.3103879886307,3695.8391469326693,5919.870015464867,6454.275482190081,6454.275482190081,669.4408114239824,4545.283709516932,5330.782681745712,5349.057860969537,5277.327164389186,4402.80774052195,6977.965032873122,7664.7644451737715,7405.690312185624
547046,901139,Monozygotic,4845.986483679046,6209.756919558124,8781.956672632814,11177.012480980775,11177.012480980775,3342.0578989598607,4620.731543814248,6527.54639968189,5867.655238679246,5426.3357802480305,5294.537184683851,7835.57751541008,8301.29562176893,10392.15507005164
196144,214019,Monozygotic,4095.8167683625693,4217.859409700613,7811.359036684974,13953.606415547201,13953.606415547201,1678.3098641192573,4122.56594853254,5122.472254683279,4998.040416003056,4808.167010410516,5021.785041198,7924.149922862389,6789.709640330726,7755.3636923099875
111312,144226,Monozygotic,4216.778865437456,3689.0913515390207,6761.076097782068,4584.599655367958,4584.599655367958,1453.4717059509621,4315.224096150743,5457.336071747826,5135.745418145257,4916.102012773941,4169.069440534662,5812.56423620419,5238.718354712343,6891.845761477835
116423,154532,Monozygotic,4239.754827817288,4790.390380751865,6412.365320223108,15560.975708483063,15560.975708483063,1413.3852977868419,4204.595937780467,5826.374601757082,5248.528079376159,5006.708998933331,4459.634065705392,7184.1298011659,6007.243793954096,7870.30374255022
385046,878877,Monozygotic,5047.216856842987,4945.8290508265645,5636.0880049906955,14616.76739227932,14616.76739227932,281.9219750214587,4978.357359611702,6130.0,5967.532153243918,5928.258428914853,5069.762716340874,6999.5844162350095,7046.952249022268,7606.136207037052
172332,194140,Monozygotic,3596.9460657618984,2710.224529444009,3660.8079709266367,5621.697074727524,5621.697074727524,1348.282240482311,3480.1135038961015,3987.4279930802513,4026.3969004557907,3886.3417245527958,3847.864992434116,5066.279404059748,4598.843006670265,4790.382552573437
117021,198047,Monozygotic,3946.2646895513735,4010.6750055321113,8878.089546743713,5397.216504829133,5397.216504829133,1279.5475762940587,4072.3279583059125,5713.910482322943,5179.151571444883,4853.725476373793,4017.7227380694153,6689.066302556733,6774.1355168021255,8223.385920653365
461743,519647,Monozygotic,6310.863649295554,3788.739104240354,7336.335052326877,5010.690271808865,5010.690271808865,1420.2056189157963,4377.939812286139,5929.456045878071,5231.918864049786,5187.195292255729,6196.624322968111,8361.147289696552,8642.74157892043,7912.925817926009
297655,322224,Monozygotic,4269.042164233097,3593.1277461287123,6884.628385032848,13312.215743444065,13312.215743444065,950.5945507943962,3873.1773778126917,4392.566106503123,4614.520235084033,4338.822536126593,4274.011581640836,5360.107275045902,4507.246165897754,5543.857231206446
164636,214524,Monozygotic,3524.807938030099,3190.573459427004,5023.893410493499,7165.2049517093365,7165.2049517093365,998.1893607928307,3735.19718355002,4462.788366033056,4327.044025660011,4238.808559017498,4114.673255557481,4603.488677079591,4603.2287581652945,5247.870806336604
146129,783462,Monozygotic,3850.03974005464,3102.968900907645,4918.134199063706,5630.258342207753,5630.258342207753,632.2119897629275,3537.75281782094,4440.228034684706,4390.74264788999,4282.088859423634,4305.195349807022,6773.253870924963,4437.4413798945,5453.090683273111
102816,680957,Monozygotic,4467.667959909286,4604.125215499683,6653.835660729832,10565.99876963839,10565.99876963839,4561.6738156076,4173.025760764005,4927.3844989,4915.694660981294,4405.965274488668,7551.889300036118,7003.993789260525,7050.905119202782,9459.464308299916
158035,177746,Monozygotic,3816.7406251931766,4310.565972120135,5302.249899806685,4582.712951953243,4582.712951953243,605.314794136076,3829.5337836347653,5413.512261000246,4969.783999330353,4539.861121223864,4416.117752053267,5702.998597229356,5550.8075988994615,6586.271631203803
148941,163129,Monozygotic,3651.428487592219,2996.0098464457687,4761.569279134768,8097.042731763246,8097.042731763246,446.9183370594677,3868.072000364006,4435.461982702591,4483.686318198453,4112.715039970554,4122.392266633538,5181.604384744169,4594.9368874882275,6471.846645278301
151526,352132,Monozygotic,4911.650435444281,4983.853428823925,9406.624261657314,16082.374575913844,16082.374575913844,1140.7554514443489,4185.495908491609,5647.439596843866,5208.962852622391,4726.008675404649,5951.117710144877,7812.284877038215,7215.892044647009,8352.347993229208
518746,615441,Monozygotic,4870.729514148779,5059.211005680629,6237.6952474451655,11270.792119456379,11270.792119456379,855.8732382777254,4235.0800464690155,5344.972871774,5174.5054836187,5014.262956806314,6457.390494619324,7907.14474383769,6451.10819937164,8710.457278467073
552241,973770,Monozygotic,4647.737729261409,4522.570397462045,5250.429791931323,11784.271593950982,11784.271593950982,287.9791659130917,4115.749384984465,5520.260048222366,5020.318217005771,4745.199574306649,4862.234465757488,6382.694650380825,4956.846679089439,6491.625990458785
176542,246133,Monozygotic,3614.91853296862,4237.86349473411,5963.359791258616,18834.92545777657,18834.92545777657,163.2666530556684,3285.0351596291935,4143.264654834397,3940.641318364309,3676.59815590445,3941.210600817977,5957.026355489793,8474.700112688353,7094.793090710961
135124,463040,Monozygotic,4973.4255800202745,3670.635912209218,6615.641918967501,13770.937658707195,13770.937658707195,292.98634780480813,4384.555963834879,5652.182675745716,5291.797520691811,4887.440741328737,5134.839919608011,6944.883512342018,7832.29200170678,7885.991947751405
165436,971160,Monozygotic,4516.239143358111,4932.789879976644,10610.850154440972,17736.85882562073,17736.85882562073,772.9987063378567,4067.2901298038723,5332.148066211215,5009.6521835353005,4613.939206361523,5446.70964895321,7014.955452460123,8861.679750476203,7653.64638587386
183337,555348,Monozygotic,2922.551282698047,2837.289727891743,3932.014750735302,7040.322932934256,7040.322932934256,518.7619878132938,3293.6393245162712,3852.5957483234597,3676.71320611222,3514.2637920338307,3015.776848508523,4883.580960729534,3644.5872194255417,5338.149492099298
236130,257542,Monozygotic,3768.867469147728,3741.215845149809,5828.2128478633995,4052.3176084803617,4052.3176084803617,264.9754705628429,4523.505056922121,5347.608437423219,5273.434933703079,5285.398944261446,4923.446861701667,5684.468400826941,4673.567267088385,6131.018349344585
128127,522434,Monozygotic,3954.1827221310855,4541.685480083358,5278.823259022791,11831.689017211364,11831.689017211364,1102.7647074512315,4013.963378009321,5487.854954351472,4821.585009102298,4679.187536314397,4921.235413999212,6607.121309617373,5677.365233979579,7560.521939654695
115017,782561,Monozygotic,3454.779008851362,4557.187290423776,7237.731757947375,16024.289313414183,16024.289313414183,1285.6889203847095,3731.153306954835,5120.9791056008025,4698.563503880734,4461.695305598534,4063.874259865824,6499.465439557318,6878.335481786273,6948.924665011126
167238,693461,Monozygotic,3657.509398484165,4662.314232224165,8124.637038046684,18750.339863586472,18750.339863586472,116.58044432922702,3487.3175937961255,4999.836797336489,4438.070752027282,4320.630509543717,4604.398657805382,6270.870912401243,6953.705055580082,7167.311071803707
146432,818859,Monozygotic,3372.1098736547715,3168.137465451902,6029.801655112712,6051.116260658028,6051.116260658028,324.72757813280964,3202.678410330953,4437.828635718148,4051.093802912986,3734.6219353503507,3435.8533146803575,5525.271577035829,5597.001250669862,5253.357212297675
187547,200109,Monozygotic,4190.6418362823615,4489.044441749268,8953.29855416427,22316.474968058912,22316.474968058912,631.2234152817844,3656.2974441366227,5012.883302052822,4731.093636782092,4479.478429460287,4793.00678071709,6788.141498230572,7367.094542626693,8016.249185248672
128935,200311,Monozygotic,3607.189071839734,3161.1135696143533,4581.660506846835,8014.2849337916605,8014.2849337916605,957.1755324912981,3333.769188171251,4352.200477919187,4000.9730066572556,3809.939763303352,4262.690934140077,5699.444358882714,5394.035316903292,6863.335705034397
130619,144731,Monozygotic,3868.430172563543,3830.07832818077,4941.014065958526,14035.352150908078,14035.352150908078,3379.3443151001943,3509.125247123562,4476.042001590245,4210.841483599211,3869.3542096840915,4791.608498197656,5470.477675669648,4747.363268173187,5919.607081555329
200008,767464,Monozygotic,6308.960611701424,6131.835695776592,13963.70420053361,41523.130698443245,41523.130698443245,1791.2769188486743,4316.269801576356,6435.372172609756,5794.895426148775,5247.408789107249,8152.3773219840605,11376.543939175905,13223.19878093043,13389.522396261937
414229,453441,Monozygotic,4024.5295377223906,3921.9187905921763,7775.976273111949,10374.628716248115,10374.628716248115,501.19956105327947,4146.13072635198,5255.725449450342,5086.017105751808,4784.947857605138,4189.259719807307,5611.829113577854,5785.395146400979,6568.313406042681
146937,401422,Monozygotic,4081.4682407192636,4178.327416562756,5651.259948011593,17310.23636464852,17310.23636464852,1167.9049618868823,4005.9333494205816,4773.88248703296,4613.020919094124,4441.834080647317,4785.788649742068,6577.1643585971,7786.603367322622,6404.669780714694
130518,562345,Monozygotic,3822.932251557697,3467.3805675177914,5073.869036544006,12176.793748766544,12176.793748766544,720.3561619088158,4259.648577054215,5041.473594099249,5092.431639207344,4927.201842831284,4425.691810327511,6007.994340876163,5335.617021488705,5974.402145821789
149337,917255,Monozygotic,4535.4232437557575,5017.4683855506255,6964.896984162795,18794.444897362624,18794.444897362624,3569.6688922083517,3903.2091924466463,4872.949209667591,4869.129080236013,4406.653605628652,6630.215305704634,6685.929927841003,6468.082637072597,8643.126459794512
100408,705341,Monozygotic,4737.443719982328,5845.446946128242,7206.493252616005,23925.10420040005,23925.10420040005,917.3347262586324,4708.9684645365805,6326.807725859859,5991.054164335355,5591.566149121371,5696.190832477438,8151.954918913622,6217.533835854856,10041.222286156202
263436,320826,Monozygotic,4046.9103029348203,4229.667599232828,6943.901352985942,13269.308497431206,13269.308497431206,1079.7360788637193,4045.0517920046464,5399.2819893019105,4835.108892258788,4671.576393467199,5407.823406880073,7193.841741378525,7731.3452257676345,7543.898063998479
126426,146735,Monozygotic,5793.99758370678,7400.6798336369075,10433.383679324746,18672.28593397177,18672.28593397177,2293.7715666561044,5270.03728639561,7640.610250497011,7205.518232577029,6716.472660556284,7699.824673328608,10048.53616204868,8482.945537960266,12904.295718868194
104416,187345,Monozygotic,4152.5192353558095,4261.583625836762,6758.318059990962,7605.770901098717,7605.770901098717,1757.6706176072921,3936.668642392956,4853.288369755088,4557.6941538457795,4495.134703209683,4566.4187280625065,6194.749793171633,5537.861500615558,6809.019018918952
199655,251833,Monozygotic,4949.067993066978,5201.085752032935,6815.127658378821,12175.676613642463,12175.676613642463,1367.0435252763534,4355.7848890871555,6432.243776474894,5706.174199934664,5452.486955509385,5574.495761950134,8567.252360004344,6603.364142617004,10301.100669345971
185442,601127,Monozygotic,3971.7391656552672,4809.9366939700985,7006.250780553034,18800.173004523123,18800.173004523123,671.8422433875381,3810.5433995691483,5080.4465354927215,4959.113731303205,4325.391658566887,4687.7304743340355,7465.26201817458,7592.608576767276,8677.500849899123
159138,303624,Monozygotic,4350.6204155269625,4314.614698904179,8027.958956048542,22443.631546610275,22443.631546610275,460.14019602725426,3933.6260625534806,4966.785076888268,4605.771813713745,4525.813738986614,5069.0036496337225,6773.027314281258,7452.3733132472635,7297.680590434196
137532,969476,Monozygotic,4138.469040599434,4678.112760505031,7490.655245036979,10572.653403947374,10572.653403947374,1724.7208469778523,4858.718143708276,6258.128953609058,5796.39663929238,5553.000990455521,5789.26187004872,6559.289900591374,7589.1877035688085,6533.103397314327
129028,133625,Monozygotic,3909.8647035415433,4297.314742952859,7576.542681197012,10795.59706547072,10795.59706547072,784.3634361697389,3939.42952722853,5093.39778536882,4783.044323440878,4281.655871272234,4560.505564079492,5944.2340970052655,5671.732186907277,6864.165936222696
181636,536647,Monozygotic,4601.669696968699,5947.738561840122,9295.04158140242,21163.378652757692,21163.378652757692,962.4489596856553,4394.251358308944,6157.096637214654,5651.220487646894,5447.4174615133,6350.055432828914,7835.276319313825,7637.416055185156,8326.598405111177
191033,872764,Monozygotic,4702.562173964317,3858.207485348604,7561.318535811066,18671.351209808035,18671.351209808035,1136.242931771195,4034.627616026044,5098.434269459595,4923.478038947671,4532.63433336509,4541.657186534449,6722.825893922883,6799.403429713521,6845.964650799769
189349,500222,Monozygotic,4641.300033395815,4895.7067926909185,4839.971384212928,11933.87925194486,11933.87925194486,670.0044775969784,4683.840197957227,5750.023912993754,5539.205087374902,5301.283901094149,5367.430204483334,6313.606259500191,5995.758167237902,7254.904203364783
104012,153732,Monozygotic,3454.359853865836,4026.796120987503,5597.927027034204,13132.21919555107,13132.21919555107,515.5269149132758,3652.230140612719,4443.317791920807,4514.837206367468,4047.479833180148,5031.663045157137,5676.557055117124,6308.110255853174,6146.960712417153
209228,765864,Monozygotic,4122.911835099072,4387.981996316758,5830.925655502735,18298.15367735226,18298.15367735226,219.30116278761497,3940.858535903059,5707.287096335701,5255.151948326518,4659.504480092277,5111.974178338541,6350.473368182879,5879.1854027577665,7862.3053235040425
248238,368753,Monozygotic,5223.87509421885,5557.37977827681,8803.916912374854,15834.628445277773,15834.628445277773,2367.700149934531,4524.664849466753,6156.358501581922,5915.2171557771235,5570.477178842042,6141.3542480465985,7105.822471748081,8860.686824394597,8516.815954334108
132118,436845,Monozygotic,5166.381325454016,5734.833476222305,7586.552642669792,11849.194107617615,11849.194107617615,484.7679857416329,4771.763929617642,6325.066560914596,6162.132991099754,5570.474396314913,6371.509868155271,8676.679318725568,7876.468434520639,9348.378148106762
154835,917558,Monozygotic,5815.4903490591405,5983.628414265044,11040.030615899577,30468.877350503088,30468.877350503088,574.6677300840895,4476.758202092224,6276.628872253003,5952.1421353996575,5509.052913160301,6800.930156971177,10217.15757928789,11280.089272696383,11103.003017202147
179952,295146,Monozygotic,3579.6882545830717,2915.103085655806,6470.055100229055,3995.7477397853836,3995.7477397853836,1866.5494903698643,3236.318433034673,4291.628245782712,4067.0912210079578,3844.7107823606184,4146.395422532684,5028.133948096451,5523.176350615649,6237.70935520404
129937,492754,Monozygotic,4966.407554762295,5915.877872302639,10849.063600145406,27454.65900352798,27454.65900352798,1199.4490401847008,4343.929327233582,5879.547601644194,5207.437181570221,4859.710279430246,5836.56165905921,6759.483116333674,8247.336964135757,9380.199091703758
151425,195445,Monozygotic,4761.379631997432,5641.721723020376,11119.813712468389,31597.11414037681,31597.11414037681,464.89138516431984,3954.309168489485,5689.031639919047,5210.122359407695,4623.589190228734,6527.130916413428,9265.05914713986,10288.407845726178,10421.048843566563
133019,784565,Monozygotic,3237.0257953868704,2608.9365649628203,5082.612615574789,9036.115813777511,9036.115813777511,551.7771289207265,3194.4221699706504,4030.545248474454,3835.857009847995,3621.022369442089,4118.182366044515,4392.708959173144,5897.479207254571,5056.0295687426515
169747,751550,Monozygotic,3949.060901024445,3614.566502362351,5697.462856394941,17029.694125262497,17029.694125262497,3033.9077111870097,3476.0878872663734,4682.704453625063,4391.160097286365,4186.7902980684385,4223.706074053923,6488.629593373319,8111.80769002816,8015.6231822610025
181232,191841,Monozygotic,4524.956795373852,4718.661992556788,6052.766061892695,18764.604738709528,18764.604738709528,1179.2535774802636,4193.629692760199,5376.829921059434,5135.585068908897,4785.267599622825,4273.611002419382,7240.944965955756,7192.525425745814,6850.320430461629
196750,586460,Monozygotic,3666.711333061276,4497.767446189276,5268.9996204213185,11218.148688620597,11218.148688620597,533.247597275412,3766.6511651598425,4980.669332529515,4432.541370365312,4201.311104881427,4529.280075243747,6882.340735534677,5861.507144071395,7165.032728466772
168947,186848,Monozygotic,4158.551069783802,3586.7016881809395,7134.096158589397,11122.758335952463,11122.758335952463,1749.7611265541364,4120.620584329501,4917.414157867934,4798.684611432595,4619.803891941735,5118.887281431385,6566.345939714111,5510.568936144434,7141.658910925388
185947,852455,Monozygotic,4808.612793727521,5557.347298846816,7093.499488968756,22787.09674355204,22787.09674355204,1195.500313676245,4808.997296734528,6749.398417636938,6138.498106214582,5734.162275345894,6305.10317124153,8850.214121703497,7631.525404530867,9472.116764483006
135528,179548,Monozygotic,3627.6799748599656,3826.7248398597985,5788.15048180332,13841.89495697753,13841.89495697753,1658.6051368544595,3476.334420046495,4538.589318279414,4359.375299283144,3992.5256417460864,3913.227568133497,5611.749014344815,4738.372927493149,5388.081755133268
214625,911849,Monozygotic,3702.145594111609,3676.387221172438,5786.843612886044,9820.356459925475,9820.356459925475,553.4383434493856,3627.4405577486723,4730.515088232993,4386.937542295308,4206.625845021162,4638.51010562659,6499.779457797011,6266.870670438317,6334.317958549286
469961,933253,Monozygotic,4152.1506475560345,4247.220031973856,7181.504647356291,11707.122020377168,11707.122020377168,4876.805921912415,4403.77690170608,5555.384685150075,5369.988919914081,5187.72271811052,5898.40876847307,8240.485058538727,9011.683083642034,8910.163017588398
143830,211922,Monozygotic,3955.9325070076716,4422.80860992198,7970.849452850053,18788.752699421002,18788.752699421002,198.4943324127921,3479.4368797263733,4858.0635030843305,4327.9862522887015,4135.140263642818,4455.993155290973,6340.4912270264995,7772.200138956793,8187.017772058394
304727,856463,Monozygotic,3991.9893536932186,4060.7926566127458,6496.904878478675,13834.60469258157,13834.60469258157,409.98048734055624,3808.9109992227436,5299.892734763601,4905.648071356118,4550.521398697077,4619.278731577041,5635.973296601041,6753.610663933775,7178.196361203836
395756,644246,Monozygotic,3499.3327935479356,3534.464598775888,6239.981890999364,13430.800757959296,13430.800757959296,1827.2815874954795,3578.076298795206,4122.014313415227,4157.337128499444,4100.269747223955,4094.2203164949487,5546.276408546549,4442.230633364278,7041.411293199681
102311,145834,Monozygotic,4539.048578722198,3423.0850120907016,7896.665878711091,16470.726304568358,16470.726304568358,755.2198355445917,3942.2747240647755,4781.596386145531,4480.409356297703,4418.498613782741,4600.165975266545,6227.87339306123,7913.133829273962,7999.471732558344
185139,792564,Monozygotic,3572.1147797908175,4325.917937270655,6509.0728986546155,7322.495134856697,7322.495134856697,624.0392615853589,3807.434963331613,4459.1047307727595,4485.406001690371,4371.162659979608,4603.08755076416,6848.394483380758,7474.8798652553605,6131.218394413952
131823,506234,Monozygotic,3585.4828126766974,2508.6460491667613,3102.937479228352,4970.071428058152,4970.071428058152,313.36560117536834,3211.8458867137447,3713.7415095830243,3722.433881212667,3711.222170660226,3303.898152183266,4538.32391968665,4818.315577045571,4638.56874477462
680452,788674,Monozygotic,4658.973921369382,4330.998499191613,7173.704552042828,12680.10066994738,12680.10066994738,473.86601481853495,4778.262445701366,6057.036404051077,5677.938006001827,5219.000479018947,4173.746758010121,6256.7227044196225,6023.778465382006,6673.973479120216
103818,143325,Monozygotic,3300.542834141075,3362.300402997924,5642.691024679625,8221.500836222058,8221.500836222058,325.0415358073488,3397.521155195358,4334.382770360735,4137.520030162996,3880.6442764056587,4161.19934634235,5458.604675189439,4766.104698808032,5457.423201475216
149741,433839,Monozygotic,4683.282929740632,4789.303602821605,8185.9088072125505,9454.375124776889,9454.375124776889,850.4957377906135,5260.59720944305,6744.030619740691,6260.782299361638,6040.237329774385,5278.351068278805,7860.787492357238,8693.290516254476,7872.371751892818
172433,202719,Monozygotic,4438.262047243267,4821.675331251577,5657.798511788839,16517.925202639708,16517.925202639708,1412.5855726291416,4200.455689565121,5752.467122896053,5363.5182483142535,4883.4760161180275,4682.132633747147,6651.809904078738,6156.698871960525,7821.254502955392
128632,210617,Monozygotic,4025.0799992049847,4201.172693427396,5695.04802438048,19267.65156940513,19267.65156940513,6101.076872159537,3767.5590240897354,4603.726208192664,4522.781776738736,4281.609860788346,6765.786354888839,6620.481402435928,6451.71233084675,8440.886327868655
179245,849264,Monozygotic,3316.1370598936346,3179.659101224532,6422.04398926074,9612.023512247564,9612.023512247564,217.05298892206022,3301.143589727657,4022.2855443143267,4107.180176227967,3873.5375304752115,3564.2435382560493,5609.836272120604,5858.999829322407,5588.814811746763
250427,877168,Monozygotic,4605.450683700782,5015.749794397643,9386.568382534695,19066.385184402418,19066.385184402418,823.0832278694543,4559.1160327414345,5730.36360102917,5247.662050856553,5219.938026452039,5388.355778899534,7367.869230652781,8831.601553512251,9882.632493419958
667056,990366,Monozygotic,4313.82510076614,4265.6541116222725,5797.620201427479,10157.757921903829,10157.757921903829,201.85886158402855,4044.3259018036615,5743.337531435881,5136.000973520157,4893.66651908362,4316.602830930824,6371.562053374353,7384.359484748829,6611.838397904171
118831,558657,Monozygotic,4496.176041927184,4755.62971645186,9708.272245873619,21795.69700651943,21795.69700651943,1677.1550315936806,4424.20094480348,6160.598509885221,5363.091459223868,5475.249400712263,5665.298491694855,8293.427759376698,7412.4124278132285,8296.448818621133
115825,178243,Monozygotic,4439.677240520982,5027.029540394606,10866.855478932257,15147.785910818782,15147.785910818782,2218.322339066169,4147.373988441361,5533.231334401265,5425.582825835396,5085.483949438834,5460.411614521381,7510.639253751973,7917.530359903902,8405.998096597454
709551,715647,Monozygotic,5791.935773124561,5244.503312993519,7296.727280089342,9139.174087410744,9139.174087410744,1105.328910324886,3915.3094386012453,5660.433905629497,5474.790589602492,4952.917120243383,5757.124195290562,7180.832820780609,7576.9004216764,9619.717615398074
101006,104820,Monozygotic,4573.630724052829,4983.5578656217085,8478.838186921603,15173.725745511549,15173.725745511549,696.0179595384016,4046.8717548249538,5204.405729763966,4914.80182713403,4877.159726726202,4290.455803291767,6887.815183350958,6713.090718886495,9257.245432632755
172029,912447,Monozygotic,5020.866359504104,5509.227441302455,9887.288050825666,27387.48973527877,27387.48973527877,1929.1054921906164,4768.8538455272455,6353.343607896554,5929.485390824401,5687.181815275471,6247.162395840211,9126.661547356733,11432.154565085271,9634.744781259127
115320,175439,Monozygotic,4338.826338999984,3763.90873959505,7092.027777723379,8725.779621328973,8725.779621328973,1441.9368918229397,4640.204736862373,5477.797185000554,5384.1588015213665,5328.712227170839,4527.593842208022,6497.438187470505,6030.4643270647075,6527.155582640879
125525,192439,Monozygotic,4504.917868285725,4263.262952246788,7362.462631484115,14092.681611389651,14092.681611389651,520.4219441952847,3774.9737747433423,5433.988682358476,5080.298514851268,4481.074759474562,4365.899220092007,6760.046893328477,9061.097450088482,9237.52250335554
180533,654552,Monozygotic,4516.097208874052,4840.469915204514,7582.742973357333,17993.548093691807,17993.548093691807,1302.1090584125432,4237.868568042194,5129.111618984325,5103.504286272326,4782.973552090792,5126.811192154437,6720.748023843775,8826.594473521483,7031.160430540609
196851,825553,Monozygotic,4079.0736693519034,4471.192346567076,5822.914132975,17533.482084286625,17533.482084286625,638.8286155143647,4122.762908535973,5369.132518386932,5038.33782114697,4685.974178332613,5811.958361860484,8157.354473111978,5763.051969226028,8485.451490639729
